LLVM,Cos,double,,100000,0.000293433
LLVM,Cos,double,,500000,0.00114257
LLVM,Cos,double,,1000000,0.0023473
LLVM,Cos,double,,5000000,0.011115
LLVM,Cos,double,,10000000,0.0240062
LLVM,Cos,double,,100000000,0.237109
LLVM,Exp,double,,100000,0.000202533
LLVM,Exp,double,,500000,0.000697633
LLVM,Exp,double,,1000000,0.00135663
LLVM,Exp,double,,5000000,0.006644
LLVM,Exp,double,,10000000,0.0138973
LLVM,Exp,double,,100000000,0.144253
LLVM,Exp2,double,,100000,0.000225467
LLVM,Exp2,double,,500000,0.000748733
LLVM,Exp2,double,,1000000,0.00139767
LLVM,Exp2,double,,5000000,0.00603467
LLVM,Exp2,double,,10000000,0.0120371
LLVM,Exp2,double,,100000000,0.127285
LLVM,Fabs,double,,100000,0.0001204
LLVM,Fabs,double,,500000,0.000399433
LLVM,Fabs,double,,1000000,0.000834633
LLVM,Fabs,double,,5000000,0.0037632
LLVM,Fabs,double,,10000000,0.0075903
LLVM,Fabs,double,,100000000,0.0731818
LLVM,Log,double,,100000,0.0002059
LLVM,Log,double,,500000,0.000723767
LLVM,Log,double,,1000000,0.00165013
LLVM,Log,double,,5000000,0.0067948
LLVM,Log,double,,10000000,0.0144252
LLVM,Log,double,,100000000,0.15648
LLVM,Log10,double,,100000,0.000284667
LLVM,Log10,double,,500000,0.00103063
LLVM,Log10,double,,1000000,0.00203437
LLVM,Log10,double,,5000000,0.00943773
LLVM,Log10,double,,10000000,0.0205709
LLVM,Log10,double,,100000000,0.209795
LLVM,Log2,double,,100000,0.000213867
LLVM,Log2,double,,500000,0.000762467
LLVM,Log2,double,,1000000,0.00162917
LLVM,Log2,double,,5000000,0.0085684
LLVM,Log2,double,,10000000,0.0164531
LLVM,Log2,double,,100000000,0.160691
LLVM,Round,double,,100000,0.0002234
LLVM,Round,double,,500000,0.000661833
LLVM,Round,double,,1000000,0.00132003
LLVM,Round,double,,5000000,0.00733747
LLVM,Round,double,,10000000,0.0125325
LLVM,Round,double,,100000000,0.133905
LLVM,Sin,double,,100000,0.000315433
LLVM,Sin,double,,500000,0.00109737
LLVM,Sin,double,,1000000,0.00227403
LLVM,Sin,double,,5000000,0.0099979
LLVM,Sin,double,,10000000,0.0216244
LLVM,Sin,double,,100000000,0.22842
LLVM,Sqrt,double,,100000,0.000128367
LLVM,Sqrt,double,,500000,0.0005333
LLVM,Sqrt,double,,1000000,0.000872033
LLVM,Sqrt,double,,5000000,0.0039756
LLVM,Sqrt,double,,10000000,0.0070852
LLVM,Sqrt,double,,100000000,0.0750879
LLVM,Fmax,double,,100000,0.000128167
LLVM,Fmax,double,,500000,0.000420767
LLVM,Fmax,double,,1000000,0.000963033
LLVM,Fmax,double,,5000000,0.00406323
LLVM,Fmax,double,,10000000,0.0076715
LLVM,Fmax,double,,100000000,0.0743222
LLVM,Fmin,double,,100000,0.0001238
LLVM,Fmin,double,,500000,0.000314533
LLVM,Fmin,double,,1000000,0.000784667
LLVM,Fmin,double,,5000000,0.0035176
LLVM,Fmin,double,,10000000,0.00731917
LLVM,Fmin,double,,100000000,0.0748612
LLVM,Pow,double,-1,100000,0.0003751
LLVM,Pow,double,-1,500000,0.00150303
LLVM,Pow,double,-1,1000000,0.00321483
LLVM,Pow,double,-1,5000000,0.0134517
LLVM,Pow,double,-1,10000000,0.0320881
LLVM,Pow,double,-1,100000000,0.345213
LLVM,Pow,double,-0.75,100000,0.000308767
LLVM,Pow,double,-0.75,500000,0.0010936
LLVM,Pow,double,-0.75,1000000,0.00239943
LLVM,Pow,double,-0.75,5000000,0.0123191
LLVM,Pow,double,-0.75,10000000,0.02331
LLVM,Pow,double,-0.75,100000000,0.244082
LLVM,Pow,double,-0.5,100000,0.0002988
LLVM,Pow,double,-0.5,500000,0.00113697
LLVM,Pow,double,-0.5,1000000,0.00240487
LLVM,Pow,double,-0.5,5000000,0.0112953
LLVM,Pow,double,-0.5,10000000,0.0218848
LLVM,Pow,double,-0.5,100000000,0.241977
LLVM,Pow,double,-0.25,100000,0.0003186
LLVM,Pow,double,-0.25,500000,0.00108863
LLVM,Pow,double,-0.25,1000000,0.0024515
LLVM,Pow,double,-0.25,5000000,0.0125573
LLVM,Pow,double,-0.25,10000000,0.0214983
LLVM,Pow,double,-0.25,100000000,0.249059
LLVM,Pow,double,0,100000,0.0002401
LLVM,Pow,double,0,500000,0.0008519
LLVM,Pow,double,0,1000000,0.00172833
LLVM,Pow,double,0,5000000,0.0101872
LLVM,Pow,double,0,10000000,0.0176158
LLVM,Pow,double,0,100000000,0.186421
LLVM,Pow,double,0.25,100000,0.000312967
LLVM,Pow,double,0.25,500000,0.00112667
LLVM,Pow,double,0.25,1000000,0.00260783
LLVM,Pow,double,0.25,5000000,0.0141915
LLVM,Pow,double,0.25,10000000,0.0260514
LLVM,Pow,double,0.25,100000000,0.240139
LLVM,Pow,double,0.5,100000,0.000315667
LLVM,Pow,double,0.5,500000,0.00136483
LLVM,Pow,double,0.5,1000000,0.00237623
LLVM,Pow,double,0.5,5000000,0.0111779
LLVM,Pow,double,0.5,10000000,0.0256217
LLVM,Pow,double,0.5,100000000,0.237157
LLVM,Pow,double,0.75,100000,0.000475067
LLVM,Pow,double,0.75,500000,0.0011941
LLVM,Pow,double,0.75,1000000,0.00237433
LLVM,Pow,double,0.75,5000000,0.0112848
LLVM,Pow,double,0.75,10000000,0.0211923
LLVM,Pow,double,0.75,100000000,0.240587
LLVM,Pow,double,1,100000,0.000371533
LLVM,Pow,double,1,500000,0.00139093
LLVM,Pow,double,1,1000000,0.0028436
LLVM,Pow,double,1,5000000,0.0162049
LLVM,Pow,double,1,10000000,0.0271274
LLVM,Pow,double,1,100000000,0.313871
LLVM,Pow,double,1.25,100000,0.000332033
LLVM,Pow,double,1.25,500000,0.00111387
LLVM,Pow,double,1.25,1000000,0.0022245
LLVM,Pow,double,1.25,5000000,0.0128317
LLVM,Pow,double,1.25,10000000,0.0241642
LLVM,Pow,double,1.25,100000000,0.240555
LLVM,Pow,double,1.5,100000,0.0003532
LLVM,Pow,double,1.5,500000,0.00135817
LLVM,Pow,double,1.5,1000000,0.00251297
LLVM,Pow,double,1.5,5000000,0.0112319
LLVM,Pow,double,1.5,10000000,0.0223846
LLVM,Pow,double,1.5,100000000,0.241631
LLVM,Pow,double,1.75,100000,0.0003421
LLVM,Pow,double,1.75,500000,0.00110903
LLVM,Pow,double,1.75,1000000,0.0024219
LLVM,Pow,double,1.75,5000000,0.0124488
LLVM,Pow,double,1.75,10000000,0.0230176
LLVM,Pow,double,1.75,100000000,0.246309
LLVM,Pow,double,2,100000,0.000387933
LLVM,Pow,double,2,500000,0.00182543
LLVM,Pow,double,2,1000000,0.00335197
LLVM,Pow,double,2,5000000,0.0133951
LLVM,Pow,double,2,10000000,0.0326998
LLVM,Pow,double,2,100000000,0.299901
LLVM,Pow,double,2.25,100000,0.000294333
LLVM,Pow,double,2.25,500000,0.0012001
LLVM,Pow,double,2.25,1000000,0.0021741
LLVM,Pow,double,2.25,5000000,0.0112471
LLVM,Pow,double,2.25,10000000,0.0227532
LLVM,Pow,double,2.25,100000000,0.244381
LLVM,Pow,double,2.5,100000,0.000332467
LLVM,Pow,double,2.5,500000,0.0011682
LLVM,Pow,double,2.5,1000000,0.00233977
LLVM,Pow,double,2.5,5000000,0.0117694
LLVM,Pow,double,2.5,10000000,0.0245863
LLVM,Pow,double,2.5,100000000,0.243998
LLVM,Pow,double,2.75,100000,0.0003129
LLVM,Pow,double,2.75,500000,0.00109813
LLVM,Pow,double,2.75,1000000,0.00231163
LLVM,Pow,double,2.75,5000000,0.0132594
LLVM,Pow,double,2.75,10000000,0.0244207
LLVM,Pow,double,2.75,100000000,0.253118
LLVM,Pow,double,3,100000,0.000350267
LLVM,Pow,double,3,500000,0.0014297
LLVM,Pow,double,3,1000000,0.0029567
LLVM,Pow,double,3,5000000,0.0165972
LLVM,Pow,double,3,10000000,0.028328
LLVM,Pow,double,3,100000000,0.320833
