D,Cos,real,,100000,0.00169113
D,Cos,real,,500000,0.0085878
D,Cos,real,,1000000,0.0187281
D,Cos,real,,5000000,0.0954173
D,Cos,real,,10000000,0.200124
D,Cos,real,,100000000,1.75315
D,Exp,real,,100000,0.000395633
D,Exp,real,,500000,0.0014379
D,Exp,real,,1000000,0.00296603
D,Exp,real,,5000000,0.0142488
D,Exp,real,,10000000,0.0319629
D,Exp,real,,100000000,0.321542
D,Exp2,real,,100000,0.0003532
D,Exp2,real,,500000,0.0015076
D,Exp2,real,,1000000,0.00284917
D,Exp2,real,,5000000,0.0130291
D,Exp2,real,,10000000,0.0266494
D,Exp2,real,,100000000,0.286689
D,Fabs,real,,100000,0.0001676
D,Fabs,real,,500000,0.000815833
D,Fabs,real,,1000000,0.00184653
D,Fabs,real,,5000000,0.00759453
D,Fabs,real,,10000000,0.014403
D,Fabs,real,,100000000,0.147577
D,Log,real,,100000,0.000425533
D,Log,real,,500000,0.00158993
D,Log,real,,1000000,0.0029402
D,Log,real,,5000000,0.0151429
D,Log,real,,10000000,0.0344795
D,Log,real,,100000000,0.322144
D,Log10,real,,100000,0.000355567
D,Log10,real,,500000,0.00164623
D,Log10,real,,1000000,0.00326913
D,Log10,real,,5000000,0.0147114
D,Log10,real,,10000000,0.0317755
D,Log10,real,,100000000,0.307643
D,Log2,real,,100000,0.0003951
D,Log2,real,,500000,0.0015673
D,Log2,real,,1000000,0.0031791
D,Log2,real,,5000000,0.0142928
D,Log2,real,,10000000,0.028462
D,Log2,real,,100000000,0.312721
D,Round,real,,100000,0.000332233
D,Round,real,,500000,0.0012191
D,Round,real,,1000000,0.0024456
D,Round,real,,5000000,0.0112531
D,Round,real,,10000000,0.0231057
D,Round,real,,100000000,0.240791
D,Sin,real,,100000,0.00193807
D,Sin,real,,500000,0.00844163
D,Sin,real,,1000000,0.0186395
D,Sin,real,,5000000,0.092625
D,Sin,real,,10000000,0.181736
D,Sin,real,,100000000,1.85022
D,Sqrt,real,,100000,0.000171467
D,Sqrt,real,,500000,0.000906533
D,Sqrt,real,,1000000,0.0014728
D,Sqrt,real,,5000000,0.00723073
D,Sqrt,real,,10000000,0.0143718
D,Sqrt,real,,100000000,0.148667
D,Fmax,real,,100000,0.000271133
D,Fmax,real,,500000,0.000955533
D,Fmax,real,,1000000,0.0018527
D,Fmax,real,,5000000,0.00856623
D,Fmax,real,,10000000,0.0186989
D,Fmax,real,,100000000,0.190532
D,Fmin,real,,100000,0.000282933
D,Fmin,real,,500000,0.00102177
D,Fmin,real,,1000000,0.0026175
D,Fmin,real,,5000000,0.00975293
D,Fmin,real,,10000000,0.0196289
D,Fmin,real,,100000000,0.202325
D,Pow,real,-1,100000,0.0006705
D,Pow,real,-1,500000,0.00292453
D,Pow,real,-1,1000000,0.00474247
D,Pow,real,-1,5000000,0.0246739
