LLVM,Cos,real,,100000,0.0017975
LLVM,Cos,real,,500000,0.0095721
LLVM,Cos,real,,1000000,0.0193754
LLVM,Cos,real,,5000000,0.0944598
LLVM,Cos,real,,10000000,0.186818
LLVM,Cos,real,,100000000,1.87323
LLVM,Exp,real,,100000,0.000678633
LLVM,Exp,real,,500000,0.00307393
LLVM,Exp,real,,1000000,0.00529833
LLVM,Exp,real,,5000000,0.0282898
LLVM,Exp,real,,10000000,0.0576879
LLVM,Exp,real,,100000000,0.637788
LLVM,Exp2,real,,100000,0.000548633
LLVM,Exp2,real,,500000,0.00241157
LLVM,Exp2,real,,1000000,0.00537277
LLVM,Exp2,real,,5000000,0.0232289
LLVM,Exp2,real,,10000000,0.048624
LLVM,Exp2,real,,100000000,0.563861
LLVM,Fabs,real,,100000,0.000163067
LLVM,Fabs,real,,500000,0.0007832
LLVM,Fabs,real,,1000000,0.00157867
LLVM,Fabs,real,,5000000,0.0077019
LLVM,Fabs,real,,10000000,0.014706
LLVM,Fabs,real,,100000000,0.148027
LLVM,Log,real,,100000,0.000377867
LLVM,Log,real,,500000,0.0015809
LLVM,Log,real,,1000000,0.00333817
LLVM,Log,real,,5000000,0.0152495
LLVM,Log,real,,10000000,0.0272866
LLVM,Log,real,,100000000,0.307995
LLVM,Log10,real,,100000,0.0003789
LLVM,Log10,real,,500000,0.00155413
LLVM,Log10,real,,1000000,0.00326667
LLVM,Log10,real,,5000000,0.0138797
LLVM,Log10,real,,10000000,0.027795
LLVM,Log10,real,,100000000,0.304648
LLVM,Log2,real,,100000,0.000416133
LLVM,Log2,real,,500000,0.00150263
LLVM,Log2,real,,1000000,0.0026456
LLVM,Log2,real,,5000000,0.0143728
LLVM,Log2,real,,10000000,0.0274154
LLVM,Log2,real,,100000000,0.294106
LLVM,Round,real,,100000,0.000314
LLVM,Round,real,,500000,0.0011287
LLVM,Round,real,,1000000,0.0020927
LLVM,Round,real,,5000000,0.0102217
LLVM,Round,real,,10000000,0.0218445
LLVM,Round,real,,100000000,0.238862
LLVM,Sin,real,,100000,0.00159367
LLVM,Sin,real,,500000,0.0101986
LLVM,Sin,real,,1000000,0.0182254
LLVM,Sin,real,,5000000,0.092817
LLVM,Sin,real,,10000000,0.180555
LLVM,Sin,real,,100000000,1.77913
LLVM,Sqrt,real,,100000,0.0001817
LLVM,Sqrt,real,,500000,0.000853267
LLVM,Sqrt,real,,1000000,0.00152043
LLVM,Sqrt,real,,5000000,0.0076506
LLVM,Sqrt,real,,10000000,0.0144587
LLVM,Sqrt,real,,100000000,0.146165
LLVM,Fmax,real,,100000,0.0002527
LLVM,Fmax,real,,500000,0.00112283
LLVM,Fmax,real,,1000000,0.00200257
LLVM,Fmax,real,,5000000,0.00949087
LLVM,Fmax,real,,10000000,0.0182052
LLVM,Fmax,real,,100000000,0.191071
LLVM,Fmin,real,,100000,0.000288233
LLVM,Fmin,real,,500000,0.00104147
LLVM,Fmin,real,,1000000,0.0019427
LLVM,Fmin,real,,5000000,0.00951807
LLVM,Fmin,real,,10000000,0.0184396
LLVM,Fmin,real,,100000000,0.194989
LLVM,Pow,real,-1,100000,0.000520133
LLVM,Pow,real,-1,500000,0.00200977
LLVM,Pow,real,-1,1000000,0.00439153
LLVM,Pow,real,-1,5000000,0.0203629
LLVM,Pow,real,-1,10000000,0.0429999
LLVM,Pow,real,-1,100000000,0.470566
LLVM,Pow,real,-0.75,100000,0.0033671
LLVM,Pow,real,-0.75,500000,0.0157618
LLVM,Pow,real,-0.75,1000000,0.0319618
LLVM,Pow,real,-0.75,5000000,0.167185
LLVM,Pow,real,-0.75,10000000,0.339469
LLVM,Pow,real,-0.75,100000000,3.3942
LLVM,Pow,real,-0.5,100000,0.00320417
LLVM,Pow,real,-0.5,500000,0.015539
LLVM,Pow,real,-0.5,1000000,0.0332705
LLVM,Pow,real,-0.5,5000000,0.170728
LLVM,Pow,real,-0.5,10000000,0.365059
LLVM,Pow,real,-0.5,100000000,3.42246
LLVM,Pow,real,-0.25,100000,0.0031901
LLVM,Pow,real,-0.25,500000,0.0154948
LLVM,Pow,real,-0.25,1000000,0.0319689
LLVM,Pow,real,-0.25,5000000,0.179061
LLVM,Pow,real,-0.25,10000000,0.366995
LLVM,Pow,real,-0.25,100000000,3.36593
LLVM,Pow,real,0,100000,0.0004059
LLVM,Pow,real,0,500000,0.00182227
LLVM,Pow,real,0,1000000,0.00316357
LLVM,Pow,real,0,5000000,0.0148641
LLVM,Pow,real,0,10000000,0.0281122
LLVM,Pow,real,0,100000000,0.320997
LLVM,Pow,real,0.25,100000,0.0033132
LLVM,Pow,real,0.25,500000,0.0154399
LLVM,Pow,real,0.25,1000000,0.0318082
LLVM,Pow,real,0.25,5000000,0.166851
LLVM,Pow,real,0.25,10000000,0.341668
LLVM,Pow,real,0.25,100000000,3.35379
LLVM,Pow,real,0.5,100000,0.0031726
LLVM,Pow,real,0.5,500000,0.0154229
LLVM,Pow,real,0.5,1000000,0.0331507
LLVM,Pow,real,0.5,5000000,0.185988
LLVM,Pow,real,0.5,10000000,0.346997
LLVM,Pow,real,0.5,100000000,3.37505
LLVM,Pow,real,0.75,100000,0.0031948
LLVM,Pow,real,0.75,500000,0.0152279
LLVM,Pow,real,0.75,1000000,0.0318768
LLVM,Pow,real,0.75,5000000,0.17759
